id,student_id,true_event_observed,months_to_event,actual_salary,placement_city_tier,employer_type,event_observed,is_noisy_label,noise_type,placement_status
c1d72957-28bc-5b4e-bb43-91043f75c0a2,9fef3d1d-23dd-55d7-85c3-c89153a57f9a,False,5,,,,False,False,none,searching
8f58253c-0883-5a9d-b603-34c12ac1d509,0b369a8f-aff2-5cf8-acd3-025cea637079,False,12,,,,False,False,none,searching
325cfb53-1dc9-576c-832e-8fbf8c1182e3,54d8d1eb-9cc2-5f48-a40f-6e50db753688,True,4,478784.34,1.0,Startup,True,False,none,placed
e097b590-ece6-55d1-ad1b-233b001ffdde,527d9dff-c5b8-527a-b43b-ec4566cd27c9,True,12,,,,False,True,clerical,searching
7834d93a-b7f1-5d28-a776-d2baa4c67cf0,63578d07-885e-5a4f-9b28-ae6a0e867437,False,10,,,,True,True,clerical,placed
ac3cca3b-4cee-5aef-bf6c-557899d9592c,26f8c260-4749-550d-923f-76b8419134f2,True,3,530100.69,1.0,MNC,True,False,none,placed
b28c49b2-8d23-5550-9116-81e063f83da4,04f27667-83e6-5e34-8d84-9b8aa42c7787,False,10,,,,False,False,none,searching
db63e586-f071-5b68-9830-e0ca5fdae818,9acab21f-24e1-54b1-a18b-4f0b4572814c,True,3,561536.8,1.0,Startup,True,False,none,placed
4a18c284-b802-5506-a922-66f36a3e95c5,0a112df7-e921-5d83-8f16-6e37779b8262,False,11,,,,False,False,none,searching
04426d97-2a3b-52f7-bbfd-2b9f8ee0f1ca,d74afd25-e5eb-5747-9da4-64a49c757270,True,4,564306.21,1.0,MNC,True,False,none,placed
fdc6260a-a705-556c-b403-167d18abaeac,43933acc-da8d-500b-b75b-0c74c87a53b0,True,3,461395.22,2.0,Local/SME,True,False,none,placed
b2d64ad4-7b59-565b-8aee-0f3b92399cc7,99236785-d2bd-5c8b-a03b-24aca53633a9,False,12,,,,False,False,none,searching
ac780b0f-c368-551e-92e7-8ecd0e8c4059,09aaf390-6b0c-58b3-b52f-5a59d75911fa,True,2,485555.5,1.0,Mid-size,True,False,none,placed
3a716ad2-0047-5e36-8685-4a501cf3ce3f,ef3387d0-7871-5dd5-9d05-dbb39e85b6a5,False,9,,,,False,False,none,searching
7e6e5d97-88b3-50d5-bb60-d23cc7048542,648cd2b2-5b4f-54d1-bea9-84933eeb7f2b,False,6,,,,False,False,none,searching
b232ee06-b821-54cf-a5b0-bbc5afa76b0f,9b595e69-6eec-5219-b9cb-664a2f1aac7e,False,5,,,,False,False,none,searching
4c1b360c-3d57-5ad3-b82c-7b37e5fdb98f,a5687bdb-efda-5bf3-a714-c5139ca4f7f0,False,4,,,,False,False,none,searching
12fd9af4-9eb8-5b9e-810a-5047d3705093,19fd0cbf-6a54-54e7-9e71-a5495f1cfea2,False,7,,,,False,False,none,searching
fc0713cb-2840-5a2f-af6f-f7706a08bd61,1d9dcf30-8902-5c82-baa1-d7c65f61e4cf,False,10,,,,False,False,none,searching
4ca27bc8-0a4c-51c2-a1de-bdea88464907,b78a4b6a-a7db-5211-9b8e-e1f5f751421f,False,7,,,,False,False,none,searching
ff7cbe8f-e05c-548f-bfc9-caa217659662,96ba896f-4678-55a5-9557-a7411531c44f,True,3,,,,False,True,false_negative_tier3,searching
1711a2d2-8988-50bd-9837-67d7f7b17d2a,7d9a69be-dead-534c-9e28-92c8e82a3f48,True,12,462069.73,1.0,Startup,True,False,none,placed
3663ddf2-d381-5c04-ad19-89a523fb638e,afbcc908-2f3b-5ec8-96e3-bf53d67600b1,False,4,,,,False,False,none,searching
0ece2ed8-8dfa-51c1-b505-abe48b7a260c,1f7dca9a-c08b-53d8-9a03-4e9a665f9edb,True,5,1196576.19,1.0,MNC,True,False,none,placed
1872c02a-f03c-5c45-8c52-4c134c2d5b4e,32c46ad2-36f7-5ae1-b09c-697d42e45b75,True,4,401967.82,1.0,Mid-size,True,False,none,placed
74fe8e54-e89f-5d8f-977b-d7448b68afd5,cb0318ee-c8a8-57fd-9969-76b198b8e8cb,False,8,,,,False,False,none,searching
288bba10-6293-5428-82cb-dc13e9aa6386,f1b22cd3-dc13-548c-a790-4b62318d83d3,False,7,,,,False,False,none,searching
ecfc2506-7728-5d51-84dc-c87150d56e18,7d9b2430-854a-5218-9090-2c55117d0b85,False,6,,,,False,False,none,searching
5f425074-4ee3-5a3b-a57a-7d1a94cf1b16,c15bd779-ca84-5464-9142-3f9d942d744b,True,3,1022257.23,1.0,Startup,True,False,none,placed
f7a1ca45-e7d6-56fd-be5c-57cdf581ecf7,15cde930-39c6-5d41-a196-e34de23931ef,False,4,,,,False,False,none,searching
e0c15866-4520-5655-95be-5bdcd05106ab,eabc6cba-8eb2-5e4e-981e-f87e50be54ff,True,1,496351.93,1.0,Startup,True,False,none,placed
eb777b12-63a3-5c9f-866b-f3bc35ed948c,9b40fbcd-b65c-589c-858a-ab9911eae2a2,True,10,1041216.25,1.0,Mid-size,True,False,none,placed
0ee5a377-87a6-5a2e-9df2-f1799ce1017a,1273c5a9-bfa7-555e-aa23-209afe3be2e4,False,12,,,,False,False,none,searching
05d080d5-b586-5a95-8120-6a53d04becbc,4a81e7b8-c987-5977-87b9-8c135bd14848,False,11,,,,False,False,none,searching
4ae62fc8-2735-5d56-9ae3-4835960260d7,329d46ba-0637-5a57-8319-4de2071b8272,True,1,465611.91,2.0,Startup,True,False,none,placed
e7d81db5-119b-57bb-bf05-dccf8027bd58,e7b673d7-eabc-5c94-95c3-f955cdfb09a6,False,8,,,,False,False,none,searching
07711bbf-e891-5a2d-84dd-bc65a09b9c39,a40c1c34-c608-57da-9220-04f6aa874efc,False,7,,,,False,False,none,searching
47698193-7cf3-54b3-acbf-eb6cf81c5342,70a0a729-ef98-5428-b9a1-7a470bb7e9b4,True,5,442041.36,1.0,Startup,True,False,none,placed
053aef2a-ae60-50ed-93e7-86962d1917bc,2a9c7010-fc99-5eae-a66e-360efb591bcf,True,3,429546.06,1.0,Startup,True,False,none,placed
b054a5a3-b271-5c51-8b7e-2d91d7423d70,f4290de5-8237-5e64-8163-1cd1bc9684ab,False,7,,,,False,False,none,searching
f548651f-42e2-5c83-9c3a-e6be4f7524b9,4cdb938a-c095-5971-b36d-6ca5598a93ef,False,6,,,,False,False,none,searching
9482234f-ed87-545f-ad41-ebac8cc9a9b5,c7a9223f-4c58-5455-9b6e-743fcde30887,False,11,,,,False,False,none,searching
06784c98-a84b-5b99-9a73-f0ad48eeb6b0,9712495f-0e39-582a-a16f-c9f51561a793,False,10,,,,False,False,none,searching
52833485-723e-54d3-ae99-f5786b431473,cf8476a5-5b70-5776-9b1b-6625ea05412c,False,10,,,,False,False,none,searching
6ce417df-d669-5a37-9827-226ea1fb0ef6,163efafe-6708-5b3b-aa66-7239cc6c0823,False,5,,,,False,False,none,searching
bdf89b75-7753-5952-b2aa-383de1d948d4,fa46cbf1-6a48-5f84-999e-8487f3a2c62f,True,1,482029.74,1.0,Local/SME,True,False,none,placed
53b4e5a9-19b4-54f8-a973-94a83697bc19,54c6f0bd-ad1b-5727-9cca-4e7efaf73305,True,8,415357.39,2.0,Startup,True,False,none,placed
5511b336-7364-591b-882b-5ab24c5f4a7c,9b0cb687-3321-59d2-801c-87d50a971e10,True,1,527522.04,2.0,Mid-size,True,False,none,placed
ed41e373-bf23-53b1-874e-fdc38d15986f,48aef31b-23c0-5f82-b1a8-57ff508dc111,True,2,,,,False,True,false_negative_tier3,searching
f91b1d77-4a52-5243-adcc-4b986f1d0b7d,af1070f6-b36b-5f04-bc5c-33d59659e3e5,False,4,,,,False,False,none,searching
0c3bbc3f-e193-5fc5-8931-5262109d8b3b,d39de3d8-bc4b-5795-be09-0ad7046e6c8f,True,5,1011884.07,1.0,MNC,True,False,none,placed
a85afd71-72aa-5975-acc5-ecd9de8c245b,5b46aab2-5d83-5a65-9106-3cd72e640396,False,10,,,,False,False,none,searching
9ca7e348-b269-5451-b47f-aa4166038381,84feaa86-75c5-513d-b723-c71b03575d4a,False,5,,,,False,False,none,searching
72f9bed2-5ac5-52c7-9958-4e63602cdbc4,408bf557-0db4-54f2-aa8a-5922c93fb185,False,9,,,,False,False,none,searching
c2fd3a4d-dddd-59af-9d46-8de2430a94b3,895de8a3-19b5-524b-aa84-4e474ccfcf48,False,4,,,,False,False,none,searching
1b612cf6-0d1f-56e2-9443-b208bf82f21e,8217d08c-1cfa-5262-b1ff-72774016d4a3,False,5,,,,False,False,none,searching
2e53f409-dcdb-5023-8b93-cb7a3cb8a50e,975e09ad-c50b-5cda-9d31-a12e7435517d,True,2,455479.72,2.0,Startup,True,False,none,placed
87c950b4-e2e1-5497-9e58-ca8a6dbbb00d,4c6d7b9d-9120-58d5-a878-e8fbf243c82b,False,11,,,,False,False,none,searching
8b08996f-b549-52b5-96db-b4ddd1d69890,f3080312-dccc-5858-acee-dd427b9db7f4,False,8,,,,False,False,none,searching
2343a305-ca32-5463-8560-f6d646614893,542bf303-903d-5581-a381-6681da431c2b,True,12,427564.52,1.0,Local/SME,True,False,none,placed
19f99261-d7bb-5003-b331-38b23dfe5d19,2913472e-6c3f-59c1-be38-deff6e22b3b9,False,8,,,,False,False,none,searching
426d4c5e-2f68-58e8-9135-03ac6824c3c9,ef205723-31a9-51ce-b5d1-b805737acd4a,True,1,417479.82,2.0,Mid-size,True,False,none,placed
7264d1f1-cbad-520b-b2af-88fd2a5b555a,424c2000-53d1-5a7e-8755-c263389f2691,False,12,,,,False,False,none,searching
92fae606-a1c5-5cf5-bcf9-28bd55b1003b,54951d6d-980e-5232-9151-8c071d6774f9,False,8,,,,False,False,none,searching
bccc5d41-16ae-5f5f-9038-e6441ba05c72,5731ff3c-d851-5016-bee0-c079ce42578a,False,9,,,,False,False,none,searching
a0784632-2d29-5fe2-a69b-d27731e36e03,db9729cc-942e-5248-8892-6a72dc6c11c9,True,1,616971.11,2.0,MNC,True,False,none,placed
f502a118-a88e-5697-a2a1-da5b58d166ac,89748f5f-6432-5c45-9e75-29ade5f63a8f,False,5,,,,False,False,none,searching
4044dccb-151b-534a-8318-e78f10c3edee,b0de282e-b749-5c6a-aecc-4c0d0b3df2a4,False,6,,,,False,False,none,searching
99b686b5-58fb-5a89-934e-53afdb85e227,8a49a7e9-e9c4-5d73-a52e-fd73e7be19a8,True,1,,,,False,True,false_negative_tier3,searching
74abc5a0-466c-58e6-8c8c-47b4696f471b,fc698a29-6d68-545f-8ac7-ca35658d2c55,False,12,,,,False,False,none,searching
b5134820-0cab-5829-865d-514e7246db62,2e58b4e2-bc42-51d4-8f4c-716c1d818d88,True,10,804941.17,1.0,Mid-size,True,False,none,placed
69324d04-2aa9-5804-ac7b-08be34e352c2,7addd19a-db51-5e04-8621-d23fe8668c69,False,11,,,,False,False,none,searching
6c3d57c5-dc45-56d8-a148-6b5ba4133a41,1853919f-c19c-51b3-a61e-14cc0af87434,False,10,,,,True,True,false_positive,placed
bfe8f38c-f310-53c7-958d-95c14d077470,12c5f096-af18-58fe-95ec-32a9ca5af787,False,12,,,,False,False,none,searching
abe93040-c531-5a88-b068-b432caca8cb4,e5e54695-f282-5035-81f3-228f10129678,False,7,,,,False,False,none,searching
b9af424a-c781-5f29-b409-e23c03ea1874,3298ff76-f957-5690-987d-a7d94a4f61ce,False,7,,,,False,False,none,searching
4a04e516-e909-5e0a-923a-506e8df13a69,c7248ac0-4014-5a53-baa3-ea96fecd2b28,True,2,504687.76,3.0,MNC,True,False,none,placed
b53fca0b-68e5-51a6-95ab-281b05c73827,96fda72c-ac19-5f81-83fa-a843088e0fd1,False,5,,,,False,False,none,searching
20e12bc2-8a6a-521b-a1b5-13f80a90565d,13ae0cd6-09c4-5bd4-bfcd-5a5a89170ba3,False,10,,,,False,False,none,searching
366c63ff-3477-5183-90d5-d25888c94ae1,52474f90-bd1a-5a49-bba2-58c6313c4b38,False,8,,,,False,False,none,searching
d6e36824-3210-5b2b-b122-8608d24ee4ef,0fbe4eb4-681b-56e5-9c5c-7047fac06e12,True,12,519680.42,1.0,Mid-size,True,False,none,placed
36abae77-e2f0-57af-acbb-eef9d6577fbb,763fd893-8ed6-5f14-a8b7-cacd1d30a7c4,False,5,,,,False,False,none,searching
3ee0c8b4-7826-55df-a612-7c36dc9625b4,040aacb4-84ee-52b5-b231-3e6186d32b9b,False,11,,,,False,False,none,searching
7d9746a6-e3af-5eec-998f-169634c027f2,dee44ece-ff65-510f-a4b2-55cf0edc85f4,True,11,379609.88,1.0,Startup,True,False,none,placed
55e1fc37-5365-5eeb-a58b-95d7beb402cd,14c734a3-ea10-5932-b53e-e76c38c07c22,True,2,,,,False,True,false_negative_tier3,searching
22e45c43-f4f8-584c-9f24-3fa208021318,2fc4f82b-e1a2-50b7-8cca-d249a62c3408,False,8,,,,False,False,none,searching
ea161010-99b3-5496-acc0-c41bbe3b6614,9c071bf9-e62b-5e1c-bd69-d43fcc3ab2d5,True,12,388787.8,1.0,Local/SME,True,False,none,placed
d39c1f76-426f-573a-99d2-956b285cf648,3413eb14-7be0-5e18-8d8c-9ad077372318,False,9,,,,False,False,none,searching
f96ea75c-317c-5d0b-9346-30af06c32fc1,93fb9a05-b352-50ad-aa3d-e7cac5d8709d,True,12,457797.06,1.0,Startup,True,False,none,placed
1b44b3df-70a3-54e3-8b38-fd829d251ce9,f5ff3214-cdf8-5e98-81e3-16dd17815ccf,True,2,653776.84,1.0,MNC,True,False,none,placed
a91c6bd9-00be-58f5-90d7-a39dc3476193,08648e58-5837-5e61-8789-aa0d63661e18,False,12,,,,False,False,none,searching
677b5ef2-a3e6-5481-b641-4fe6c58cfd16,579d7360-cc53-5734-921b-41d078b335c8,False,8,,,,False,False,none,searching
9022fb3e-451e-5f74-be0d-9cd859fb122d,14f716f3-82ce-5dbd-ac02-df8c9b37e302,False,5,,,,False,False,none,searching
3aacc45a-f134-5f15-b73a-fb263e912e59,0f9b2096-acb7-5122-a467-ef5f9954d8de,False,11,,,,False,False,none,searching
797bd91a-1945-5264-9d72-ba34640891ef,932df983-0c49-52bb-baa6-a5525c321a91,False,5,,,,False,False,none,searching
d8ac92d7-cba7-50e5-94f0-87a7ae6beab6,c437ba33-a37f-59eb-b10c-f4616c55219d,False,8,,,,False,False,none,searching
5d536884-a098-586f-8dea-d8be59d029cf,d39f1242-c0da-5aaa-92ac-7abbf3e220aa,True,5,486263.17,2.0,Local/SME,True,False,none,placed
055c317a-3568-5308-a186-1719e497ea2f,3e91420a-13cb-530a-8dd1-971dd56fa120,True,12,502114.59,1.0,Startup,True,False,none,placed
5c03d12b-11d3-5bf2-a3ad-9d8f41413019,1b590165-55f8-51af-a44e-e16e40b596b5,False,6,,,,False,False,none,searching
8190ac13-7bda-542e-9dab-e40f3902740f,85056f99-7243-5e7a-a36c-518edc09386f,True,1,495403.11,3.0,Mid-size,True,False,none,placed
787f6ea0-7fb2-5eba-aeb4-dc6d21b594d8,303cac65-ae47-58db-b269-eb7edbfa7cc4,False,12,,,,False,False,none,searching
13d16b36-b81c-537a-a70d-2b4f2bac31cb,e29b61ab-ef14-53f5-a579-f3ffbc4c0012,True,2,474997.01,3.0,Mid-size,True,False,none,placed
45c216fb-0862-5c3a-a861-a262461e2190,bcfa0914-92d1-5794-aa8b-d5f766329ba2,False,6,,,,False,False,none,searching
62ac1941-c3b4-5a22-80e7-967da3230397,a1c6d2b4-ac06-5128-ae09-cbdb0178c5b4,True,3,,,,False,True,false_negative_tier3,searching
e843b2d8-75ee-59b5-a346-d22286ef0145,45f49d7f-5167-5fb5-a00b-0c08aaec24f5,False,6,,,,False,False,none,searching
9b4e30bb-d5c6-5414-9101-fb0bd8e7b706,c32a5973-8aad-550e-b4b1-6c926d5e6e7d,False,4,,,,False,False,none,searching
768ba48b-7704-5a82-8e1f-f3fa305f7f02,dd8e87c5-5b70-54db-a74e-514beaa63e8a,True,3,506277.8,1.0,MNC,True,False,none,placed
32ceab55-273a-506f-be8c-f1f5516c25d3,122642dd-c3fe-56de-aff5-05276098504d,False,8,,,,False,False,none,searching
b30b8c3d-b3b2-51b4-a51a-ade447b8bafe,35533e22-589a-52d0-bf23-ec1b3e0e3c59,True,2,439191.94,1.0,Startup,True,False,none,placed
d161e2e5-1743-5f03-a196-2e2c6d0f77a2,570568b7-b31f-5c47-8924-7a88ae3fe7cb,False,12,,,,False,False,none,searching
91f41e08-08d7-55d1-bb26-fd27aa834626,2107e04b-9cf8-5bca-a6e7-0f461979975c,False,5,,,,False,False,none,searching
b6cab225-c1b8-5b8b-9a6e-495a6e3dcd56,4452ca7c-1f4f-521c-88aa-7e42e6b22645,True,6,455946.04,1.0,Startup,True,False,none,placed
16a5050a-e551-5904-aa38-8558830fe152,3dc66272-98df-5846-971a-bdf8c28aab5b,False,12,,,,False,False,none,searching
5cd73635-1ea5-567f-a4a5-97c14f29947d,aadda6d2-f6d3-52dc-819c-b64d72b9061f,False,11,,,,False,False,none,searching
33a4aff9-aa42-55fa-b045-14ec79307aac,6c250224-518e-5a50-a3b7-b051608d4b76,False,5,,,,False,False,none,searching
051b80cf-75f2-52fc-964c-514ac9e8afff,71336146-cf87-5e84-82f1-df7fbc8e911e,True,1,399089.49,1.0,Mid-size,True,False,none,placed
bdd4ffce-1333-5235-b9cf-cd1c796470ea,011a9916-2868-5e82-a973-f378ec4ae938,True,1,505984.55,2.0,MNC,True,False,none,placed
06bd2342-b826-591b-a6ab-1d188c49f472,f177d345-04d3-5ba6-8828-9fd27d1d2a28,True,2,366952.25,2.0,Mid-size,True,False,none,placed
de0c16b4-b6a0-52cc-aa5e-9544507cc4ff,b5bf8c98-abf7-5dc3-a6a4-3be9e3e1608b,False,12,,,,False,False,none,searching
8ec06952-044f-5d81-878f-0dbfd13a5491,ee88cf52-97ae-5d89-8241-27037ec8702c,True,5,507611.91,1.0,MNC,True,False,none,placed
e9254aba-3c0e-50da-8ef8-22063b445ea9,b0ecd467-c328-5e2d-aa72-81ba5572d8a5,False,12,,,,False,False,none,searching
ad363e06-3747-5e9a-b819-18b998bcb744,ca4e244d-acf3-5c8c-95a8-dedef0b435c9,True,2,414410.76,2.0,Startup,True,False,none,placed
36108e06-904a-5ec8-a46f-3f9cdb6f1ab1,af0b9df0-d5d8-5388-93cb-3b14d2aa8b63,False,5,,,,False,False,none,searching
8a5bc6a8-fcbb-522a-b00f-77ae3b3f1f52,90ee4d05-6560-58f0-90d5-df1fd78b2741,False,10,,,,False,False,none,searching
d839e3d1-9da1-5300-8235-eb1d94b3357c,820664a0-496d-5282-a8f2-2d3d86c6b6c4,False,8,,,,False,False,none,searching
d6b4c178-d387-58a3-b978-0670e7c3dcdf,c9c17ba9-aecb-5119-9623-9f60a2972974,False,6,,,,False,False,none,searching
f0b802c5-7625-59d1-b209-9d5d42fdd9e4,56262ebb-39e7-5032-9bce-ad7e3488646d,False,11,,,,False,False,none,searching
9d828c22-6c8e-572c-bf94-924538f026e6,3136f713-32a6-5013-956b-11d44fe26e0e,False,9,,,,False,False,none,searching
788d5a07-ef29-5824-b716-f76d7b3c74ac,79ec1c7d-4c0f-5d97-9278-b0a0fb2e4556,False,7,,,,False,False,none,searching
bcacdfa1-b239-50c8-8ef1-5b56cfc068c1,5e6c37d0-82c9-5c58-876a-b7c3db33af7f,False,11,,,,False,False,none,searching
3f65d605-5ff7-5bdf-8e96-fd0d46b48262,ab82a6c9-b8e9-5b5b-8caf-a8b599345fc7,False,9,,,,False,False,none,searching
41ae667d-9a40-5d9b-a788-250a4747b4bf,346d2397-892f-5685-b11c-8939331fad24,False,4,,,,False,False,none,searching
4ffa97a7-be7f-5a14-8a65-51ef6d59bdab,c9f9e1e4-a01b-50ff-926d-9c71e84e9523,False,4,,,,False,False,none,searching
2da27f29-153d-5979-a3e4-4e27f0fe6210,52f30487-fbfa-513b-874f-2caeb2adf9ee,False,8,,,,False,False,none,searching
4a186749-79a5-5d33-947a-2ae8896f92fc,70c85a95-0aca-5ace-baa7-0086151e5897,False,10,,,,False,False,none,searching
87e758dd-791d-5585-8c58-617a0266ae62,41cfc467-dead-56c1-aef8-729c4cd61b93,False,11,,,,False,False,none,searching
9e3b5b6a-bd0c-568a-a189-05565b4066c1,b765c40c-417d-533a-9806-bf06096d6067,True,3,1029943.64,1.0,Mid-size,True,False,none,placed
f40131cf-820a-51fc-a79f-d20e29970247,2da12a74-f0c1-545d-b76d-2ddd747f23cd,False,6,,,,False,False,none,searching
3db3bd4d-d1ca-5627-8b5a-82368652d848,d0c2c017-298b-5a7a-bab8-012fac9106c4,True,5,1289653.31,1.0,MNC,True,False,none,placed
8486ad2b-3168-5f27-a285-efc68cc45d7e,bacbee44-e083-5573-b9ac-f5b0820707fc,False,5,,,,False,False,none,searching
fed072cf-c068-5360-a305-bffeb81bf436,972963a9-3b3b-5883-a8d9-0dd615790c3d,True,1,746469.07,2.0,Startup,True,False,none,placed
cd492a46-f7f4-559c-992e-46dec961192b,ee4af459-e428-540b-a678-a3ff69b370d9,False,5,,,,False,False,none,searching
0749010a-6ddd-5486-8e97-8d36758cf442,0dd070ee-a90e-5242-b76b-60e9b1670348,False,12,,,,False,False,none,searching
25b5ef48-735e-508c-80fc-313827ef6c56,361a132a-2b9e-5e84-92a4-15ea0180b6d7,False,8,,,,False,False,none,searching
66c74a40-db74-553a-9c91-4f2f459c49d1,d424e7f2-18e7-5aac-a867-80b7a6c4742f,False,10,,,,True,True,clerical,placed
9e48d426-4ce1-5472-95be-aebac0dd11a1,32ed7c21-a210-5471-b1aa-446c90e86abe,False,12,,,,False,False,none,searching
9768b7be-3551-5814-83f2-5719fdca66dd,d16b2c86-80c6-5ea7-a29e-89415663423f,False,10,,,,False,False,none,searching
9997ed85-10c7-52c0-bedd-5aad659bb0b0,072156eb-e97d-53d6-829b-0faad4fb6ae8,False,11,,,,False,False,none,searching
8b7de088-d152-539d-9866-4f2234666c71,954074a6-e51e-52c1-a569-9579ae746d5c,True,1,601980.13,1.0,MNC,True,False,none,placed
65e389d1-1a85-536d-a025-95349da57086,4c87f3ad-ff9d-5143-8a50-4c648a49a19c,False,4,,,,False,False,none,searching
8fda4adf-0c35-587d-8fc3-e1ce6964ea04,90276c56-0778-5c97-afdf-8c82c34460e5,True,6,478635.5,1.0,Startup,True,False,none,placed
f41f63b7-f7d6-5770-89c2-5c73a972ddfe,96a9238b-18be-5219-b849-e592b2579eb3,False,5,,,,False,False,none,searching
2c3f6b07-e9cb-5e50-9a05-81987913d3ae,ed79511e-d582-53b6-a306-26bbdfd8dda0,False,5,,,,False,False,none,searching
6c0ee647-7fca-5f6b-b865-60e88063baff,86a3cde9-b3f8-5bb5-97e1-1764c36bca0d,False,10,,,,False,False,none,searching
3640b2a5-c66e-5113-a52b-0275baf7745e,6f9d5d1c-46b3-52c8-a819-225c1b965067,True,7,479704.37,1.0,Mid-size,True,False,none,placed
fc31c6eb-d535-509b-84d4-41e9b0c7e972,d78a27fc-1464-5eb7-9a49-b1d20e5ad772,True,2,403931.76,1.0,Local/SME,True,False,none,placed
a1df6406-a61a-5173-a43a-867a8fba0608,a07f6d04-46e4-524f-8765-f195eef2f9b2,True,1,377990.69,1.0,Startup,True,False,none,placed
e2c8395a-c8b5-5107-81e5-1d23648c80bf,2b125bc8-05c4-575f-9ebf-6524dd51d3ec,False,7,,,,False,False,none,searching
c46f9e48-678a-5ff8-9d49-6d84af20b345,d88702e6-514e-58c4-a0f3-c099ec24ab93,True,1,451442.49,2.0,Startup,True,False,none,placed
d70bc038-67dd-524e-9b19-463147b8c7a3,cbecaa51-6ee9-5ab3-a7d3-99b0d2a2b639,False,12,,,,False,False,none,searching
2dcb8a84-4e7b-5ab5-9673-6cafe1e7931c,3221b5e7-ef9f-57c9-8c82-28649ef3103d,False,9,,,,False,False,none,searching
8d869ebe-cab3-58d6-b93a-c8ce0611aefe,c993291d-3798-5b90-8d68-09ade9796675,False,9,,,,False,False,none,searching
0f5eb06c-426e-50f3-ab36-30d99dce9b15,97b447de-4882-521d-b87e-caad853143e0,True,1,411803.75,2.0,Mid-size,True,False,none,placed
d82dd791-a93a-5653-ac19-b327d901743a,b5d253de-26b4-56ce-9179-21f682e6e075,False,10,,,,False,False,none,searching
a504f48a-b6ab-52de-a671-5199530d1ca7,c4a2c39f-24db-5f3c-b1d2-7a8113241114,True,3,452940.44,1.0,Mid-size,True,False,none,placed
663a2675-ff73-5721-90eb-3aaafdee4d9d,1eafd7ee-2f17-5ac9-8efa-9129e9b734bf,False,10,,,,False,False,none,searching
9bb079d2-1bd0-594a-9231-32cb6a28a6eb,2a857730-71ed-582a-8648-dee761f94695,True,5,499496.85,2.0,Mid-size,True,False,none,placed
c3e41d1f-bc53-5e7b-9281-b4020b03a0a6,f1087502-f2ce-52e2-aab9-0d13f75961ae,False,10,,,,False,False,none,searching
4a406ab9-3aa0-5877-8b8c-bcad16c5d6f5,30e38e03-23fe-5c8c-995f-981c6d54bacf,True,1,593739.12,3.0,MNC,True,False,none,placed
