student_id,institute_id,course_type,course_family,cgpa,internship_count,internship_employer_tier,ppo_exists,cert_count,graduation_month,graduation_year,target_field,target_city_tier,loan_emi_monthly,has_profile_contradiction,is_scarred,10th_board_score,12th_board_score
b7678920-2fca-5434-8579-30a4ff9ff236,7270ff7a-fb0e-5531-99d2-7661a495e1b5,MBA,campus,10.0,0,none,False,4,11,2024,Primary school teacher,1,13179.06,False,False,90.4,83.6
89ee7492-f416-519e-8c92-00d75e3ef07f,a8501656-174d-5c16-9667-61e6de2d50cd,Engineering,campus,7.76,1,recognized,False,2,12,2022,"Scientist, forensic",3,6835.98,False,False,79.1,58.4
b02dd157-c21c-519c-af03-a1e2dd7d753e,ebd43501-b9e8-52b8-9714-affe66285ebf,Nursing,regulatory,7.02,0,none,False,1,3,2023,Production engineer,3,12492.25,False,False,63.4,60.2
2d0914c2-a80d-52fb-8997-08a5fd548a6c,789e6518-9f2a-59dd-808b-2b5ab872db63,Humanities,market,9.2,2,unverified,False,3,1,2022,Community arts worker,1,10479.22,False,False,82.5,79.9
67140a32-1e2f-5ab4-88f8-3c77ff3fb463,0cae7d3c-e9cc-56fb-bc54-521afd81f57d,MBA,campus,8.61,0,none,False,0,2,2024,Firefighter,3,22549.44,False,False,89.7,85.1
9fef3d1d-23dd-55d7-85c3-c89153a57f9a,c6c21a2a-131d-5b4b-bb91-86e0d240ef00,CA,campus,9.24,0,none,False,2,5,2024,Equality and diversity officer,3,16237.33,False,False,73.6,73.8
0b369a8f-aff2-5cf8-acd3-025cea637079,4c2f55f1-42df-5bc0-8998-b236a95c890f,Law,regulatory,7.57,0,none,False,1,7,2024,Bonds trader,1,5216.75,False,False,89.5,97.1
54d8d1eb-9cc2-5f48-a40f-6e50db753688,e81d2298-a696-5621-a342-ee0437afaab3,Architecture,regulatory,8.32,2,recognized,False,0,1,2021,lexicographer,1,9451.53,False,True,99.8,100.0
527d9dff-c5b8-527a-b43b-ec4566cd27c9,e81d2298-a696-5621-a342-ee0437afaab3,Engineering,campus,8.7,1,recognized,True,2,6,2021,Advertising art director,3,7223.95,False,False,77.8,62.0
63578d07-885e-5a4f-9b28-ae6a0e867437,0cae7d3c-e9cc-56fb-bc54-521afd81f57d,Humanities,market,7.21,6,recognized,False,1,4,2023,Theatre stage manager,2,18908.22,False,False,59.3,53.9
26f8c260-4749-550d-923f-76b8419134f2,851c505c-9a83-5090-8eda-9efe8992f9e5,Humanities,market,7.35,4,unverified,False,0,12,2021,"Surveyor, building",1,21275.9,False,False,77.5,88.2
04f27667-83e6-5e34-8d84-9b8aa42c7787,0081f0eb-092d-5faf-935c-ef0af047415a,Nursing,regulatory,7.73,1,recognized,False,2,4,2024,Event organiser,1,24705.72,False,False,72.5,84.1
9acab21f-24e1-54b1-a18b-4f0b4572814c,285a5315-c920-52f8-a94a-24724b09177c,MBA,campus,9.73,4,recognized,False,6,1,2023,Theatre stage manager,1,17362.56,True,False,89.1,84.0
0a112df7-e921-5d83-8f16-6e37779b8262,276913dd-0d54-546e-a168-ac9e4f797bd8,Arts,market,5.95,0,none,False,1,8,2024,English as a second language teacher,2,23063.02,False,False,82.9,93.4
d74afd25-e5eb-5747-9da4-64a49c757270,abac3625-504c-5518-8d17-ced5ecb68c02,Humanities,market,8.53,0,none,False,2,5,2024,Actor,1,14182.72,False,False,74.6,62.4
43933acc-da8d-500b-b75b-0c74c87a53b0,4c2f55f1-42df-5bc0-8998-b236a95c890f,Law,regulatory,7.23,0,none,False,0,4,2022,Building services engineer,3,18953.35,False,False,91.5,100.0
99236785-d2bd-5c8b-a03b-24aca53633a9,c6c21a2a-131d-5b4b-bb91-86e0d240ef00,CA,campus,9.3,0,none,False,2,1,2024,Barrister's clerk,1,15068.35,False,False,83.6,83.5
09aaf390-6b0c-58b3-b52f-5a59d75911fa,f3659c54-d08c-5b47-8201-d34892ef692c,MBA,campus,6.45,0,none,False,0,10,2021,Estate manager/land agent,3,15731.81,False,False,65.8,84.7
ef3387d0-7871-5dd5-9d05-dbb39e85b6a5,789e6518-9f2a-59dd-808b-2b5ab872db63,Law,regulatory,10.0,1,unverified,False,0,4,2024,Broadcast journalist,2,13948.25,False,False,100.0,92.4
648cd2b2-5b4f-54d1-bea9-84933eeb7f2b,789e6518-9f2a-59dd-808b-2b5ab872db63,MBA,campus,6.45,2,unverified,False,0,1,2023,Ambulance person,2,14591.64,False,False,71.5,70.2
9b595e69-6eec-5219-b9cb-664a2f1aac7e,57807705-ef8e-5bac-9182-b90bac5fed49,Architecture,regulatory,10.0,2,unverified,False,2,2,2024,Lawyer,3,8467.47,False,False,78.1,73.7
a5687bdb-efda-5bf3-a714-c5139ca4f7f0,9c9143e1-8f52-5d76-9335-57e1c13cba93,Engineering,campus,8.46,0,none,False,4,11,2023,Building services engineer,1,15596.8,False,False,81.6,62.5
19fd0cbf-6a54-54e7-9e71-a5495f1cfea2,e3303573-e845-50b3-8b54-a32a3c88cad2,CA,campus,7.75,1,recognized,False,0,5,2021,"Scientist, audiological",3,20204.56,False,False,68.9,55.6
1d9dcf30-8902-5c82-baa1-d7c65f61e4cf,6ae973a5-b817-5d8f-b538-131a385b915f,Law,regulatory,,2,unverified,False,1,1,2023,Field seismologist,3,20990.74,False,False,62.1,63.8
b78a4b6a-a7db-5211-9b8e-e1f5f751421f,abac3625-504c-5518-8d17-ced5ecb68c02,CA,campus,8.37,0,none,False,2,12,2023,Health promotion specialist,3,11027.56,False,False,87.1,94.3
96ba896f-4678-55a5-9557-a7411531c44f,2e2e1682-69bf-508c-8e95-cd7a876fdeac,Engineering,campus,9.7,1,unverified,False,0,6,2023,"Radiographer, diagnostic",1,8334.62,False,False,74.2,76.6
7d9a69be-dead-534c-9e28-92c8e82a3f48,8b0353a6-3bdd-5f0d-aae4-34dd71e14a89,Nursing,regulatory,7.79,3,unverified,False,0,11,2023,"Engineer, site",3,7998.35,False,False,52.6,40.0
afbcc908-2f3b-5ec8-96e3-bf53d67600b1,da9c018a-4665-58a0-8510-ca425b46e082,CA,campus,6.77,0,none,True,0,4,2023,"Solicitor, Scotland",3,13471.94,False,False,71.4,80.4
1f7dca9a-c08b-53d8-9a03-4e9a665f9edb,7ca622ca-7d41-5365-89b3-c0b5125326a8,Arts,market,7.08,0,none,False,1,11,2022,Consulting civil engineer,1,17134.3,False,False,65.4,53.1
32c46ad2-36f7-5ae1-b09c-697d42e45b75,c6c21a2a-131d-5b4b-bb91-86e0d240ef00,Nursing,regulatory,6.13,0,none,False,0,4,2022,"Teacher, English as a foreign language",1,12586.11,False,False,57.9,62.4
cb0318ee-c8a8-57fd-9969-76b198b8e8cb,868fa1b9-503b-55ed-84f7-043338de814c,Nursing,regulatory,5.87,0,none,False,0,7,2021,technical author,2,19750.02,False,True,57.9,68.3
f1b22cd3-dc13-548c-a790-4b62318d83d3,624a47f4-cc67-5634-a0b2-42365ab75e2d,Architecture,regulatory,7.64,0,none,False,0,1,2021,Public librarian,1,9401.94,False,False,53.6,55.6
7d9b2430-854a-5218-9090-2c55117d0b85,0a9b4a0c-dbfc-5dc8-951a-c1acfe131a84,Arts,market,6.08,0,none,False,1,6,2022,Financial manager,3,19999.21,False,False,53.8,69.2
c15bd779-ca84-5464-9142-3f9d942d744b,4c2f55f1-42df-5bc0-8998-b236a95c890f,Law,regulatory,6.62,2,unverified,False,1,1,2023,Public librarian,3,7059.63,False,False,77.8,76.9
15cde930-39c6-5d41-a196-e34de23931ef,da9c018a-4665-58a0-8510-ca425b46e082,Nursing,regulatory,,0,none,False,1,6,2024,Optometrist,1,18054.92,False,False,54.6,51.0
eabc6cba-8eb2-5e4e-981e-f87e50be54ff,9ea5e0d2-9721-5476-b336-c091f4d3b697,Law,regulatory,8.33,5,unverified,False,1,9,2023,Energy manager,2,17495.23,False,False,61.2,65.4
9b40fbcd-b65c-589c-858a-ab9911eae2a2,868fa1b9-503b-55ed-84f7-043338de814c,Arts,market,6.65,1,unverified,False,1,11,2023,Chief Marketing Officer,2,5449.39,False,False,62.8,44.9
1273c5a9-bfa7-555e-aa23-209afe3be2e4,c1690af3-0fba-5ce2-a091-b19627cbdbca,Nursing,regulatory,8.54,0,none,False,1,7,2022,Chief Strategy Officer,3,21301.09,False,False,71.2,63.0
4a81e7b8-c987-5977-87b9-8c135bd14848,c6c21a2a-131d-5b4b-bb91-86e0d240ef00,CA,campus,6.23,0,none,False,1,11,2021,Plant breeder/geneticist,1,12662.77,False,False,49.7,51.5
329d46ba-0637-5a57-8319-4de2071b8272,624a47f4-cc67-5634-a0b2-42365ab75e2d,Law,regulatory,8.27,1,unverified,False,4,4,2022,Manufacturing systems engineer,1,24104.73,False,False,57.5,57.1
e7b673d7-eabc-5c94-95c3-f955cdfb09a6,a8501656-174d-5c16-9667-61e6de2d50cd,Arts,market,8.18,0,none,False,0,11,2023,Pharmacologist,3,21382.05,False,False,82.1,87.8
a40c1c34-c608-57da-9220-04f6aa874efc,7270ff7a-fb0e-5531-99d2-7661a495e1b5,MBA,campus,5.01,0,none,False,1,7,2021,Paediatric nurse,1,24163.42,False,False,68.1,54.3
70a0a729-ef98-5428-b9a1-7a470bb7e9b4,a8501656-174d-5c16-9667-61e6de2d50cd,CA,campus,8.88,0,none,False,3,8,2023,"Psychologist, sport and exercise",3,24421.16,False,False,79.4,67.1
2a9c7010-fc99-5eae-a66e-360efb591bcf,9ea5e0d2-9721-5476-b336-c091f4d3b697,Arts,market,8.09,0,none,False,2,9,2023,audiological scientist,3,13820.64,False,True,91.6,100.0
f4290de5-8237-5e64-8163-1cd1bc9684ab,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Humanities,market,5.29,0,none,False,1,11,2023,Chief Technology Officer,3,20975.66,False,False,40.0,40.0
4cdb938a-c095-5971-b36d-6ca5598a93ef,e0b1cd9b-dae1-562f-a083-3d9e2d37b039,CA,campus,5.04,0,none,False,0,3,2023,"Biochemist, clinical",3,11727.41,False,False,59.8,68.5
c7a9223f-4c58-5455-9b6e-743fcde30887,a8501656-174d-5c16-9667-61e6de2d50cd,Arts,market,8.32,1,recognized,False,1,1,2024,Operational researcher,3,22582.37,False,False,60.8,57.5
9712495f-0e39-582a-a16f-c9f51561a793,a91d5f7c-701d-500c-919e-fe3ddf7834b6,Humanities,market,6.31,4,unverified,False,1,1,2022,"Librarian, academic",3,15365.21,False,False,71.2,77.4
cf8476a5-5b70-5776-9b1b-6625ea05412c,da9c018a-4665-58a0-8510-ca425b46e082,Nursing,regulatory,9.48,0,none,False,2,8,2024,Clinical embryologist,2,16601.72,True,False,76.4,93.4
163efafe-6708-5b3b-aa66-7239cc6c0823,9ea5e0d2-9721-5476-b336-c091f4d3b697,CA,campus,,0,none,False,0,8,2022,Fish farm manager,3,10052.98,False,False,51.3,46.5
fa46cbf1-6a48-5f84-999e-8487f3a2c62f,f93be952-b7c2-5130-90be-f48d4f497cfb,MBA,campus,8.36,0,none,False,1,11,2022,"Engineer, agricultural",2,11956.18,False,False,54.8,60.8
54c6f0bd-ad1b-5727-9cca-4e7efaf73305,789e6518-9f2a-59dd-808b-2b5ab872db63,Architecture,regulatory,7.45,0,none,False,2,7,2022,Energy manager,3,22632.74,False,False,72.4,68.6
9b0cb687-3321-59d2-801c-87d50a971e10,8ac22c2e-63b5-5dd1-a0ce-29d5a9c9078c,Engineering,campus,8.92,2,unverified,True,0,6,2021,Software engineer,1,24623.72,False,False,89.7,91.1
48aef31b-23c0-5f82-b1a8-57ff508dc111,4c2f55f1-42df-5bc0-8998-b236a95c890f,Engineering,campus,5.52,1,unverified,False,0,10,2021,"Production assistant, radio",3,8475.07,False,False,62.6,60.3
af1070f6-b36b-5f04-bc5c-33d59659e3e5,abac3625-504c-5518-8d17-ced5ecb68c02,Architecture,regulatory,8.71,0,none,False,1,3,2024,Counselling psychologist,2,5491.74,False,False,60.3,66.0
d39de3d8-bc4b-5795-be09-0ad7046e6c8f,e3303573-e845-50b3-8b54-a32a3c88cad2,Engineering,campus,6.67,0,none,False,1,5,2023,"Pharmacist, hospital",3,20456.46,False,False,84.5,81.9
5b46aab2-5d83-5a65-9106-3cd72e640396,5baf5113-1203-5d7b-9eed-43e4c6ced81d,Nursing,regulatory,6.71,0,none,False,1,2,2024,"Education officer, museum",3,24679.55,False,False,81.7,74.8
84feaa86-75c5-513d-b723-c71b03575d4a,f582907e-7547-5579-85f5-770a23e8e76e,Architecture,regulatory,6.67,0,none,False,1,9,2021,Health promotion specialist,2,9074.02,False,False,74.5,79.8
408bf557-0db4-54f2-aa8a-5922c93fb185,e3303573-e845-50b3-8b54-a32a3c88cad2,Arts,market,7.49,0,none,False,3,6,2021,"Psychologist, counselling",3,13606.12,False,False,89.4,88.5
895de8a3-19b5-524b-aa84-4e474ccfcf48,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Humanities,market,6.39,0,none,False,1,8,2022,Fisheries officer,1,19437.75,False,False,49.3,40.0
8217d08c-1cfa-5262-b1ff-72774016d4a3,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Humanities,market,7.21,0,none,False,1,4,2023,Call centre manager,2,16192.97,False,False,57.2,61.5
975e09ad-c50b-5cda-9d31-a12e7435517d,170ef6a4-afce-5e8a-ad0c-e58e5605ccb6,Humanities,market,8.55,1,unverified,False,2,4,2024,Probation officer,3,17332.09,False,False,86.4,74.8
4c6d7b9d-9120-58d5-a878-e8fbf243c82b,7270ff7a-fb0e-5531-99d2-7661a495e1b5,Nursing,regulatory,7.44,0,none,False,3,2,2023,Statistician,3,15528.05,False,False,72.4,75.8
f3080312-dccc-5858-acee-dd427b9db7f4,6ae973a5-b817-5d8f-b538-131a385b915f,Humanities,market,6.97,3,unverified,False,2,1,2022,Chief Technology Officer,2,13368.0,False,False,61.4,46.5
542bf303-903d-5581-a381-6681da431c2b,af6b0f43-27d8-57dc-a13d-3b96856db81f,Architecture,regulatory,6.73,0,none,False,3,7,2023,Arts administrator,1,14733.38,False,False,69.9,92.9
2913472e-6c3f-59c1-be38-deff6e22b3b9,335e5f6d-1ec6-5d79-bb5e-b213b7d25eee,Nursing,regulatory,7.69,0,none,False,3,6,2022,"Sound technician, broadcasting/film/video",2,13106.2,False,False,59.1,57.8
ef205723-31a9-51ce-b5d1-b805737acd4a,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Law,regulatory,,1,unverified,False,1,2,2022,"Administrator, local government",1,12821.63,False,False,54.8,44.1
424c2000-53d1-5a7e-8755-c263389f2691,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Engineering,campus,8.56,0,none,False,0,1,2021,Chief Financial Officer,1,13840.49,False,False,77.1,71.2
54951d6d-980e-5232-9151-8c071d6774f9,0cae7d3c-e9cc-56fb-bc54-521afd81f57d,Law,regulatory,5.39,2,unverified,False,1,8,2024,Fast food restaurant manager,1,22365.43,False,False,64.5,71.3
5731ff3c-d851-5016-bee0-c079ce42578a,e81d2298-a696-5621-a342-ee0437afaab3,Arts,market,7.43,0,none,False,0,8,2024,Dietitian,2,14597.94,False,False,82.5,91.2
db9729cc-942e-5248-8892-6a72dc6c11c9,e0b1cd9b-dae1-562f-a083-3d9e2d37b039,Nursing,regulatory,9.84,0,none,False,2,2,2023,Optometrist,2,24398.24,False,False,96.2,95.1
89748f5f-6432-5c45-9e75-29ade5f63a8f,285a5315-c920-52f8-a94a-24724b09177c,Humanities ,market,6.64,0,none,False,0,5,2021,"Radiographer, diagnostic",3,7262.2,False,True,61.9,43.6
b0de282e-b749-5c6a-aecc-4c0d0b3df2a4,e3303573-e845-50b3-8b54-a32a3c88cad2,Nursing,regulatory,8.1,0,none,False,1,11,2021,Quarry manager,1,20647.71,False,False,79.5,63.7
8a49a7e9-e9c4-5d73-a52e-fd73e7be19a8,851c505c-9a83-5090-8eda-9efe8992f9e5,Humanities,market,6.57,3,unverified,False,1,12,2021,"Engineer, production",2,17196.64,False,False,67.3,68.8
fc698a29-6d68-545f-8ac7-ca35658d2c55,e81d2298-a696-5621-a342-ee0437afaab3,Nursing,regulatory,6.24,0,none,False,1,5,2023,Oncologist,3,14269.88,False,False,57.4,64.9
2e58b4e2-bc42-51d4-8f4c-716c1d818d88,31bef2e4-84a2-5bcb-8a92-18d6384b36aa,CA ,campus,8.05,3,recognized,False,1,5,2023,Barrister's clerk,3,21447.87,False,True,65.4,77.8
7addd19a-db51-5e04-8621-d23fe8668c69,c1690af3-0fba-5ce2-a091-b19627cbdbca,Humanities,market,7.2,0,none,False,1,2,2023,"Development worker, international aid",2,11145.8,False,False,70.3,70.7
1853919f-c19c-51b3-a61e-14cc0af87434,e0b1cd9b-dae1-562f-a083-3d9e2d37b039,Engineering,campus,10.0,0,none,False,4,7,2023,Museum education officer,3,21314.97,True,False,80.8,92.3
12c5f096-af18-58fe-95ec-32a9ca5af787,d941cead-36d5-5cdd-9d51-d761fd8ed14a,Engineering,campus,7.45,0,none,False,4,11,2024,"Accountant, chartered",2,9737.41,False,False,56.4,78.2
e5e54695-f282-5035-81f3-228f10129678,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,CA,campus,8.58,0,none,False,4,10,2021,Newspaper journalist,2,8568.92,False,False,78.6,87.4
3298ff76-f957-5690-987d-a7d94a4f61ce,868fa1b9-503b-55ed-84f7-043338de814c,MBA ,campus,8.97,0,none,False,1,3,2021,Geochemist,3,13086.38,False,True,83.6,97.0
c7248ac0-4014-5a53-baa3-ea96fecd2b28,f582907e-7547-5579-85f5-770a23e8e76e,Humanities,market,9.55,0,none,False,2,2,2022,"Programme researcher, broadcasting/film/video",1,13023.76,False,False,87.8,82.6
96fda72c-ac19-5f81-83fa-a843088e0fd1,868fa1b9-503b-55ed-84f7-043338de814c,Humanities,market,6.02,0,none,False,1,7,2021,Higher education lecturer,1,11486.68,False,False,69.4,80.3
13ae0cd6-09c4-5bd4-bfcd-5a5a89170ba3,b302edbe-9830-565f-bb69-0db1f5f9caab,Law,regulatory,5.86,0,none,True,1,9,2023,Pharmacologist,3,8409.56,False,False,71.2,79.9
52474f90-bd1a-5a49-bba2-58c6313c4b38,0a9b4a0c-dbfc-5dc8-951a-c1acfe131a84,Nursing ,regulatory,5.44,3,unverified,False,4,12,2022,"Surveyor, commercial/residential",1,19174.89,False,True,52.8,57.0
0fbe4eb4-681b-56e5-9c5c-7047fac06e12,a8501656-174d-5c16-9667-61e6de2d50cd,MBA,campus,8.6,0,none,False,1,11,2022,"Radiographer, therapeutic",2,16491.75,False,False,88.5,100.0
763fd893-8ed6-5f14-a8b7-cacd1d30a7c4,c6c21a2a-131d-5b4b-bb91-86e0d240ef00,Nursing,regulatory,6.86,0,none,False,1,8,2024,"Designer, fashion/clothing",1,13059.6,False,False,65.9,65.3
040aacb4-84ee-52b5-b231-3e6186d32b9b,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Arts,market,7.02,0,none,False,3,6,2022,Energy manager,3,21504.02,False,False,82.4,80.9
dee44ece-ff65-510f-a4b2-55cf0edc85f4,d941cead-36d5-5cdd-9d51-d761fd8ed14a,Humanities,market,7.16,0,none,False,0,3,2021,housing manager/officer,2,7113.29,False,True,87.9,77.3
14c734a3-ea10-5932-b53e-e76c38c07c22,4c2f55f1-42df-5bc0-8998-b236a95c890f,Nursing,regulatory,7.65,0,none,False,1,10,2022,"Engineer, water",2,13606.74,False,False,74.2,72.4
2fc4f82b-e1a2-50b7-8cca-d249a62c3408,a91d5f7c-701d-500c-919e-fe3ddf7834b6,CA,campus,8.36,0,none,False,0,8,2021,barrister,2,11125.07,False,True,74.8,72.6
9c071bf9-e62b-5e1c-bd69-d43fcc3ab2d5,e3303573-e845-50b3-8b54-a32a3c88cad2,Humanities,market,8.73,4,unverified,False,1,1,2024,TEFL teacher,2,16642.96,False,False,78.1,76.2
3413eb14-7be0-5e18-8d8c-9ad077372318,7ca622ca-7d41-5365-89b3-c0b5125326a8,Arts,market,5.62,1,recognized,False,0,11,2023,Special effects artist,3,6961.65,False,False,52.8,54.4
93fb9a05-b352-50ad-aa3d-e7cac5d8709d,934a15d2-5080-5ed2-8e6e-4249720cae62,Humanities,market,5.57,1,unverified,False,1,9,2022,"Biochemist, clinical",3,20623.41,False,False,48.4,54.9
f5ff3214-cdf8-5e98-81e3-16dd17815ccf,e0b1cd9b-dae1-562f-a083-3d9e2d37b039,Arts,market,8.08,0,none,False,3,2,2024,Interior and spatial designer,1,6695.84,False,False,81.7,92.9
08648e58-5837-5e61-8789-aa0d63661e18,f582907e-7547-5579-85f5-770a23e8e76e,Architecture,regulatory,7.97,0,none,False,1,1,2023,Barista,1,15992.32,False,False,63.0,64.1
579d7360-cc53-5734-921b-41d078b335c8,276913dd-0d54-546e-a168-ac9e4f797bd8,CA ,campus,6.36,0,none,False,0,2,2022,Arts administrator,1,17300.26,False,True,87.3,77.1
14f716f3-82ce-5dbd-ac02-df8c9b37e302,a8501656-174d-5c16-9667-61e6de2d50cd,Law ,regulatory,5.31,3,recognized,False,2,8,2022,Television/film/video producer,1,12773.06,False,True,53.6,52.9
0f9b2096-acb7-5122-a467-ef5f9954d8de,e81d2298-a696-5621-a342-ee0437afaab3,Humanities,market,4.74,2,recognized,False,0,6,2022,Publishing rights manager,2,19569.81,False,False,90.2,100.0
932df983-0c49-52bb-baa6-a5525c321a91,4c2f55f1-42df-5bc0-8998-b236a95c890f,Arts,market,5.81,0,none,False,0,8,2023,Retail buyer,1,18705.96,False,False,48.9,54.0
c437ba33-a37f-59eb-b10c-f4616c55219d,868fa1b9-503b-55ed-84f7-043338de814c,Arts,market,8.68,0,none,False,3,5,2024,Set designer,3,20222.43,False,False,71.7,73.6
d39f1242-c0da-5aaa-92ac-7abbf3e220aa,6ae973a5-b817-5d8f-b538-131a385b915f,Law,regulatory,8.38,0,none,False,2,4,2023,"Designer, industrial/product",3,17299.56,False,False,69.4,73.0
3e91420a-13cb-530a-8dd1-971dd56fa120,0f3a68f4-8f3c-5259-8056-5afc2b4e99d2,CA,campus,6.6,0,none,True,2,11,2022,Barista,2,11112.08,False,False,52.9,61.9
1b590165-55f8-51af-a44e-e16e40b596b5,9ea5e0d2-9721-5476-b336-c091f4d3b697,CA,campus,,0,none,False,1,2,2024,Rural practice surveyor,2,13046.54,False,False,66.4,75.9
85056f99-7243-5e7a-a36c-518edc09386f,94fc6d86-59a4-5525-9d42-b3053abb8a83,Law,regulatory,7.16,0,none,False,1,3,2023,Catering manager,2,14965.11,False,False,67.0,76.2
303cac65-ae47-58db-b269-eb7edbfa7cc4,335e5f6d-1ec6-5d79-bb5e-b213b7d25eee,Humanities,market,5.67,0,none,False,3,2,2022,Electronics engineer,3,12428.44,False,False,51.8,59.8
e29b61ab-ef14-53f5-a579-f3ffbc4c0012,45d998c8-f524-5f00-b15a-efab8a6fe6e8,MBA ,campus,7.69,0,none,False,1,7,2021,Broadcast presenter,3,16755.39,False,True,88.4,100.0
bcfa0914-92d1-5794-aa8b-d5f766329ba2,a91d5f7c-701d-500c-919e-fe3ddf7834b6,Architecture,regulatory,,0,none,False,0,2,2021,"Therapist, nutritional",3,14234.66,False,False,59.9,66.8
a1c6d2b4-ac06-5128-ae09-cbdb0178c5b4,31bef2e4-84a2-5bcb-8a92-18d6384b36aa,MBA,campus,5.74,0,none,False,1,11,2024,Broadcast journalist,1,8178.16,False,False,40.0,55.5
45f49d7f-5167-5fb5-a00b-0c08aaec24f5,ebd43501-b9e8-52b8-9714-affe66285ebf,Humanities,market,5.59,0,none,False,2,2,2024,Farm manager,3,8127.64,False,False,72.7,82.1
c32a5973-8aad-550e-b4b1-6c926d5e6e7d,5baf5113-1203-5d7b-9eed-43e4c6ced81d,Arts,market,4.39,4,unverified,False,0,10,2024,Operations geologist,2,17170.55,False,False,52.1,66.1
dd8e87c5-5b70-54db-a74e-514beaa63e8a,d846a05d-7f8f-5262-ac2e-8c34f4f64c02,Engineering,campus,6.57,0,none,True,0,12,2021,Communications engineer,3,17258.0,False,False,56.9,62.2
122642dd-c3fe-56de-aff5-05276098504d,45d998c8-f524-5f00-b15a-efab8a6fe6e8,Architecture,regulatory,6.21,0,none,False,3,1,2022,"Teacher, early years/pre",3,14184.8,False,False,48.9,75.7
35533e22-589a-52d0-bf23-ec1b3e0e3c59,b302edbe-9830-565f-bb69-0db1f5f9caab,Engineering ,campus,7.48,2,unverified,True,1,1,2024,Fine artist,3,20014.59,False,True,49.4,56.9
570568b7-b31f-5c47-8924-7a88ae3fe7cb,b302edbe-9830-565f-bb69-0db1f5f9caab,Nursing,regulatory,8.56,5,unverified,False,2,4,2021,Technical sales engineer,1,18917.98,False,False,85.6,78.9
2107e04b-9cf8-5bca-a6e7-0f461979975c,57807705-ef8e-5bac-9182-b90bac5fed49,Law,regulatory,5.75,0,none,False,1,3,2024,"Therapist, music",3,11263.24,False,False,71.0,72.6
